Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1492,Research & Development,20,Masters,Technical Degree,Low,Male,61,High,Senior,Healthcare Representative,Very high,Married,10322,26542,4,No,20,Outstanding,Outstanding,1,14,6,Better,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,PhD,Life Sciences,Low,Male,87,Low,Fresher,Laboratory Technician,High,Married,4621,5869,1,No,19,Excellent,Outstanding,3,3,4,Better,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,Schooling,Life Sciences,Very high,Male,65,High,Senior,Manufacturing Director,Medium,Married,10976,15813,3,No,18,Excellent,Good,1,23,4,Better,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,Bachelors,Other,High,Female,59,High,Junior,Research Scientist,High,Single,3660,7909,3,No,13,Excellent,Outstanding,0,10,4,Best,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,Intermediate,Medical,Medium,Male,91,Medium,Senior,Human Resources,Low,Married,10482,2326,9,No,14,Excellent,Outstanding,1,24,1,Better,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,Bachelors,Life Sciences,Very high,Male,34,Medium,Senior,Healthcare Representative,Very high,Divorced,7119,21214,4,No,15,Excellent,Excellent,1,9,2,Better,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,Bachelors,Technical Degree,Very high,Male,86,High,Senior,Sales Executive,Low,Single,9582,10333,0,Yes,22,Outstanding,Poor,0,9,2,Better,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,Masters,Medical,Low,Female,54,Medium,Junior,Research Scientist,High,Single,4508,3129,1,No,22,Outstanding,Good,0,14,4,Better,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,Intermediate,Life Sciences,Low,Male,50,High,Fresher,Laboratory Technician,High,Divorced,2207,22482,1,No,16,Excellent,Outstanding,1,4,5,Good,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,Schooling,Life Sciences,Low,Male,45,High,Junior,Healthcare Representative,Very high,Single,7756,22266,0,No,17,Excellent,Excellent,0,7,1,Good,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,Masters,Life Sciences,Very high,Female,88,Medium,Junior,Sales Executive,Very high,Divorced,6694,24223,2,Yes,14,Excellent,Excellent,3,8,5,Better,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,Schooling,Technical Degree,Very high,Male,32,High,Fresher,Laboratory Technician,Very high,Married,3691,4605,1,Yes,15,Excellent,Good,1,7,3,Best,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelors,Medical,Low,Male,37,High,Fresher,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Outstanding,Excellent,1,1,0,Good,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelors,Medical,Low,Male,55,Medium,Fresher,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Outstanding,Good,0,5,0,Better,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,Intermediate,Medical,Very high,Male,35,High,Team Lead,Manager,Low,Married,17665,14399,0,No,17,Excellent,Outstanding,1,23,3,Better,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelors,Medical,Low,Male,45,Medium,Fresher,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,Excellent,Poor,2,1,2,Better,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,Masters,Other,Very high,Male,81,High,Junior,Sales Executive,High,Single,4728,17251,3,Yes,14,Excellent,Outstanding,0,5,4,Better,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,Bachelors,Life Sciences,Very high,Female,30,High,Junior,Sales Executive,Medium,Married,4302,13401,0,No,17,Excellent,Excellent,1,4,3,Better,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,Masters,Life Sciences,High,Male,40,Medium,Fresher,Research Scientist,Very high,Married,2979,22478,3,No,17,Excellent,Outstanding,3,6,2,Better,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,Masters,Medical,Low,Male,35,Very high,Team Lead,Manager,Very high,Single,16885,16154,2,No,22,Outstanding,Excellent,0,27,3,Good,5,4,2,1
45,No,Non-Travel,1050,Sales,9,Masters,Life Sciences,Medium,Female,65,Medium,Junior,Sales Executive,High,Married,5593,17970,1,No,13,Excellent,Outstanding,1,15,2,Better,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,Masters,Life Sciences,Medium,Male,87,High,Senior,Healthcare Representative,Medium,Single,10445,15322,7,No,19,Excellent,Outstanding,0,18,4,Better,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,Masters,Marketing,High,Male,73,Medium,Senior,Sales Executive,High,Divorced,8740,5569,0,Yes,14,Excellent,Good,2,9,2,Better,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,Masters,Life Sciences,High,Female,93,High,Fresher,Research Scientist,Very high,Divorced,2514,26968,4,No,22,Outstanding,Poor,1,11,1,Better,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,Bachelors,Medical,Very high,Female,93,High,Senior,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,Excellent,Good,3,10,3,Good,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,Schooling,Marketing,Low,Male,52,High,Team Lead,Manager,High,Married,17465,15596,3,No,12,Excellent,Outstanding,1,23,3,Better,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,Intermediate,Marketing,Very high,Male,32,High,Senior,Sales Executive,Medium,Single,7351,20619,7,No,16,Excellent,Excellent,0,10,2,Better,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,Bachelors,Life Sciences,High,Female,83,High,Senior,Manufacturing Director,Low,Married,10820,11535,8,No,11,Excellent,Excellent,1,18,1,Better,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,Bachelors,Life Sciences,Low,Male,84,High,Team Lead,Healthcare Representative,Very high,Divorced,12169,13547,7,No,11,Excellent,Outstanding,3,21,4,Better,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,Bachelors,Medical,High,Male,44,Medium,Manager,Research Director,High,Single,19626,17544,1,No,14,Excellent,Poor,0,21,2,Best,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,Schooling,Technical Degree,Very high,Female,70,Medium,Fresher,Research Scientist,Medium,Single,2070,25326,1,Yes,11,Excellent,Excellent,0,2,6,Best,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,Bachelors,Life Sciences,High,Male,70,High,Junior,Laboratory Technician,Medium,Single,6782,8770,9,No,15,Excellent,Excellent,0,9,2,Good,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,Masters,Life Sciences,Low,Male,78,High,Junior,Manufacturing Director,Very high,Single,7779,23238,2,No,20,Outstanding,Poor,0,18,0,Better,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,Bachelors,Life Sciences,High,Male,67,Very high,Fresher,Sales Representative,Very high,Married,2791,21981,0,No,12,Excellent,Poor,1,3,4,Better,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,Schooling,Life Sciences,Low,Male,67,Medium,Fresher,Research Scientist,Medium,Married,3201,19911,0,No,17,Excellent,Poor,0,6,2,Poor,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,Intermediate,Marketing,Very high,Male,54,High,Junior,Sales Executive,Very high,Divorced,4968,18500,1,No,11,Excellent,Outstanding,1,5,3,Better,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,Masters,Technical Degree,Very high,Male,56,Medium,Team Lead,Sales Executive,Medium,Married,13120,11879,6,No,17,Excellent,Good,1,22,3,Better,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,Intermediate,Life Sciences,Very high,Male,95,High,Junior,Manufacturing Director,High,Single,4033,15834,2,No,11,Excellent,Outstanding,0,5,3,Good,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,Bachelors,Life Sciences,Very high,Female,61,High,Fresher,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Excellent,Outstanding,2,8,2,Good,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,Bachelors,Medical,Medium,Male,56,Low,Junior,Laboratory Technician,Very high,Single,4272,9558,4,No,19,Excellent,Poor,0,16,3,Better,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,Schooling,Medical,Medium,Male,79,Medium,Junior,Manufacturing Director,Very high,Married,5056,17689,1,Yes,15,Excellent,Excellent,1,10,2,Good,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,Bachelors,Human Resources,High,Male,37,Very high,Fresher,Human Resources,High,Married,2844,6004,1,No,13,Excellent,Outstanding,1,7,2,Best,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,Bachelors,Life Sciences,High,Male,39,Medium,Fresher,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Excellent,Outstanding,1,3,2,Better,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,Schooling,Medical,High,Male,80,High,Fresher,Laboratory Technician,High,Single,1904,13556,1,No,12,Excellent,Outstanding,0,0,0,Better,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,Masters,Marketing,Low,Female,77,High,Junior,Sales Executive,Low,Single,8224,18385,0,Yes,17,Excellent,Poor,0,6,3,Better,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,Masters,Life Sciences,Medium,Male,46,High,Fresher,Laboratory Technician,Very high,Married,4766,9051,3,Yes,11,Excellent,Poor,1,6,4,Better,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,Bachelors,Medical,High,Male,72,High,Fresher,Laboratory Technician,High,Married,2610,6233,1,No,12,Excellent,Excellent,1,2,5,Good,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,Intermediate,Medical,High,Female,52,Medium,Junior,Healthcare Representative,Very high,Divorced,5731,17171,7,No,13,Excellent,Excellent,2,9,2,Better,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,Bachelors,Life Sciences,Very high,Male,55,Medium,Fresher,Research Scientist,High,Married,2539,7950,1,No,13,Excellent,Excellent,1,4,0,Better,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,Schooling,Life Sciences,Medium,Female,70,High,Junior,Sales Executive,High,Married,5714,5829,1,No,20,Outstanding,Poor,0,6,3,Good,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,Masters,Technical Degree,High,Male,100,High,Fresher,Human Resources,High,Single,4323,7108,1,No,17,Excellent,Good,0,6,2,Poor,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,Schooling,Life Sciences,Very high,Female,45,Medium,Senior,Sales Executive,Low,Married,7336,11162,1,No,13,Excellent,Poor,1,11,3,Poor,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,Masters,Medical,Medium,Female,88,High,Senior,Research Director,High,Single,13499,13782,9,No,17,Excellent,Excellent,0,20,3,Good,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,Bachelors,Life Sciences,High,Male,44,High,Team Lead,Sales Executive,Low,Single,13758,2447,0,Yes,12,Excellent,Good,0,22,2,Good,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,Masters,Marketing,Medium,Male,45,High,Junior,Sales Executive,Low,Single,5155,2253,7,No,13,Excellent,Outstanding,0,9,3,Best,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,Masters,Medical,Very high,Male,58,Medium,Fresher,Laboratory Technician,High,Married,2258,16340,6,No,12,Excellent,Good,1,10,2,Better,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,Bachelors,Medical,Very high,Male,49,High,Fresher,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Outstanding,Outstanding,0,6,2,Better,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,Schooling,Life Sciences,High,Female,79,High,Fresher,Laboratory Technician,Very high,Married,2515,22955,1,Yes,11,Excellent,Outstanding,0,1,4,Good,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,Masters,Medical,Low,Male,82,Very high,Fresher,Laboratory Technician,Very high,Married,4420,13421,1,No,22,Outstanding,Good,1,8,2,Better,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,Bachelors,Marketing,High,Male,72,Medium,Junior,Sales Executive,High,Married,6578,2706,1,No,18,Excellent,Poor,1,10,3,Better,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,Intermediate,Medical,High,Female,92,Medium,Junior,Research Scientist,Very high,Married,4422,21203,3,Yes,13,Excellent,Outstanding,1,16,3,Poor,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,Bachelors,Life Sciences,High,Male,44,Medium,Senior,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,Excellent,Good,1,15,2,Best,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,Bachelors,Medical,Very high,Male,97,Medium,Junior,Healthcare Representative,Low,Single,5343,25755,0,No,20,Outstanding,Excellent,0,14,3,Better,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,Masters,Other,Very high,Male,47,Medium,Fresher,Laboratory Technician,Very high,Married,2376,26537,1,No,13,Excellent,Good,1,2,2,Best,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,Bachelors,Marketing,Low,Female,85,Low,Junior,Sales Executive,High,Single,5346,9489,8,No,13,Excellent,Good,0,7,2,Good,4,3,1,3
32,No,Non-Travel,862,Sales,2,Schooling,Life Sciences,High,Female,76,High,Fresher,Sales Representative,Low,Divorced,2827,14947,1,No,12,Excellent,Excellent,3,1,3,Better,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,Masters,Technical Degree,Very high,Female,92,High,Manager,Manager,Low,Divorced,19943,18575,4,No,13,Excellent,Outstanding,1,28,2,Better,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,Schooling,Medical,Medium,Female,54,High,Fresher,Laboratory Technician,Very high,Married,3131,26342,1,No,13,Excellent,Poor,1,10,5,Better,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,Intermediate,Life Sciences,High,Male,54,High,Fresher,Research Scientist,Low,Single,2552,7172,1,No,25,Outstanding,Excellent,0,1,4,Better,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,Bachelors,Medical,Low,Female,83,High,Fresher,Research Scientist,High,Married,4477,20100,4,Yes,19,Excellent,Excellent,1,7,2,Good,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,Bachelors,Life Sciences,Very high,Female,56,Medium,Junior,Manufacturing Director,Very high,Married,6474,9961,1,No,13,Excellent,Good,1,14,2,Good,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,Bachelors,Life Sciences,Low,Male,87,Medium,Fresher,Laboratory Technician,High,Single,3033,12828,1,No,12,Excellent,Poor,0,2,2,Good,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,Masters,Life Sciences,High,Male,96,High,Fresher,Research Scientist,High,Single,2936,10826,1,Yes,11,Excellent,Excellent,0,6,4,Better,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,Intermediate,Medical,Very high,Female,50,High,Manager,Manager,High,Divorced,18606,18640,3,No,18,Excellent,Good,1,26,6,Better,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,Schooling,Life Sciences,Medium,Female,69,Low,Fresher,Research Scientist,Very high,Married,2168,26933,0,Yes,18,Excellent,Poor,1,6,2,Good,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,Masters,Life Sciences,High,Male,48,Medium,Fresher,Research Scientist,Very high,Married,2853,4223,0,Yes,11,Excellent,Good,1,1,5,Better,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,Bachelors,Marketing,High,Female,69,High,Team Lead,Manager,Low,Married,17048,24097,8,No,23,Outstanding,Poor,0,28,2,Better,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,Bachelors,Life Sciences,Very high,Male,74,Low,Fresher,Research Scientist,High,Single,2290,4279,2,No,13,Excellent,Outstanding,0,6,3,Better,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,Bachelors,Human Resources,Medium,Male,99,High,Fresher,Human Resources,High,Married,3600,8429,1,No,13,Excellent,Outstanding,1,5,2,Better,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,Intermediate,Life Sciences,Low,Male,95,Medium,Fresher,Research Scientist,Low,Divorced,2107,20293,6,No,17,Excellent,Poor,1,5,2,Poor,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,Masters,Life Sciences,High,Male,61,High,Junior,Sales Executive,Low,Divorced,4115,13192,8,No,19,Excellent,Excellent,3,8,3,Better,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,Masters,Medical,Medium,Male,62,High,Junior,Sales Executive,Medium,Married,4327,25440,5,No,12,Excellent,Outstanding,3,5,2,Better,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,Bachelors,Medical,Very high,Female,30,High,Team Lead,Manager,Low,Married,17856,9490,2,No,22,Outstanding,Excellent,1,32,3,Better,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,Masters,Medical,Very high,Male,78,Medium,Fresher,Laboratory Technician,Low,Married,3196,12449,1,No,12,Excellent,Excellent,3,6,2,Better,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,Intermediate,Life Sciences,Very high,Male,52,High,Manager,Research Director,Medium,Married,19081,10849,5,No,11,Excellent,Poor,1,25,2,Better,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,Masters,Life Sciences,High,Male,94,High,Junior,Sales Executive,Low,Married,8966,21026,3,Yes,15,Excellent,Outstanding,3,15,2,Better,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,Intermediate,Life Sciences,Very high,Female,97,High,Fresher,Laboratory Technician,Medium,Married,2210,3372,1,No,13,Excellent,Poor,1,1,3,Poor,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,Bachelors,Medical,Medium,Female,82,High,Junior,Sales Executive,High,Married,4539,4905,1,No,12,Excellent,Poor,1,10,3,Good,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,Masters,Life Sciences,High,Male,60,Low,Fresher,Laboratory Technician,High,Divorced,2741,6865,1,No,14,Excellent,Excellent,1,7,4,Better,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,Masters,Life Sciences,High,Male,49,High,Junior,Laboratory Technician,High,Divorced,3491,11309,1,No,13,Excellent,Poor,3,10,4,Good,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,Masters,Other,Very high,Male,32,High,Junior,Research Scientist,Very high,Single,4541,7744,1,No,25,Outstanding,Good,0,20,3,Better,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,Bachelors,Marketing,High,Male,43,Very high,Fresher,Sales Representative,Very high,Single,2678,5050,1,No,17,Excellent,Outstanding,0,2,2,Better,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,Masters,Technical Degree,Very high,Male,60,High,Junior,Manufacturing Director,Very high,Divorced,7379,17433,2,No,11,Excellent,Excellent,1,12,3,Good,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,PhD,Medical,Very high,Male,79,Very high,Junior,Human Resources,Low,Married,6272,12858,7,No,16,Excellent,Poor,1,10,3,Best,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,Masters,Marketing,Medium,Male,52,Very high,Junior,Sales Executive,Very high,Divorced,5220,10893,0,Yes,18,Excellent,Good,1,12,3,Better,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,Bachelors,Other,High,Female,77,Medium,Fresher,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Outstanding,Excellent,1,2,2,Better,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,Intermediate,Life Sciences,Very high,Female,38,High,Junior,Research Scientist,High,Single,4998,2338,4,Yes,14,Excellent,Outstanding,0,10,2,Better,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,Bachelors,Technical Degree,High,Female,77,Low,Senior,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Outstanding,Excellent,1,17,2,Better,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,Bachelors,Medical,Low,Male,60,High,Fresher,Research Scientist,Very high,Married,2781,6311,0,No,13,Excellent,Good,1,15,5,Better,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,Bachelors,Technical Degree,Medium,Female,84,Medium,Junior,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Excellent,Good,1,7,2,Best,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,Masters,Life Sciences,High,Male,57,High,Junior,Sales Executive,Very high,Single,4950,20623,0,No,14,Excellent,Good,0,5,4,Better,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,Bachelors,Medical,Very high,Male,63,High,Fresher,Research Scientist,Medium,Married,3579,9369,0,Yes,21,Outstanding,Poor,1,12,2,Better,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,PhD,Medical,Low,Female,60,High,Senior,Research Director,Low,Married,13191,23281,3,Yes,17,Excellent,Excellent,0,20,6,Better,1,0,0,0
35,No,Non-Travel,1212,Sales,8,Intermediate,Marketing,High,Female,78,Medium,Senior,Sales Executive,Very high,Married,10377,13755,4,Yes,11,Excellent,Good,1,16,6,Good,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,Bachelors,Life Sciences,Low,Male,42,High,Fresher,Research Scientist,Low,Married,2235,14377,1,Yes,14,Excellent,Outstanding,2,9,3,Good,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,Masters,Life Sciences,Very high,Female,53,High,Senior,Manufacturing Director,High,Divorced,10502,9659,7,No,17,Excellent,Poor,1,33,2,Poor,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,Schooling,Life Sciences,Low,Female,72,Very high,Fresher,Research Scientist,Very high,Married,2011,19982,1,No,13,Excellent,Outstanding,1,10,5,Better,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,Bachelors,Medical,Low,Female,96,Medium,Fresher,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Outstanding,Good,0,1,2,Best,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,Bachelors,Life Sciences,Low,Female,97,High,Fresher,Research Scientist,Very high,Divorced,3760,5598,1,No,15,Excellent,Poor,3,3,5,Better,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,Bachelors,Life Sciences,Very high,Male,85,High,Team Lead,Research Director,Very high,Married,17779,23474,3,No,14,Excellent,Poor,0,36,2,Better,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,Intermediate,Medical,High,Male,80,High,Junior,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,Excellent,Outstanding,0,6,2,Good,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,Bachelors,Medical,High,Female,96,Medium,Junior,Healthcare Representative,Low,Single,6812,17198,1,No,19,Excellent,Good,0,10,2,Better,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,Bachelors,Life Sciences,High,Female,48,Medium,Junior,Sales Executive,Very high,Single,5171,16490,5,No,17,Excellent,Outstanding,0,13,2,Better,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,Bachelors,Life Sciences,High,Male,96,Low,Manager,Research Director,Very high,Married,19740,18625,3,No,14,Excellent,Good,1,25,2,Better,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,Intermediate,Medical,Low,Male,85,Medium,Manager,Manager,High,Married,18711,12124,2,No,13,Excellent,Excellent,1,23,2,Best,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelors,Technical Degree,High,Male,46,High,Fresher,Research Scientist,Medium,Married,3692,9256,1,No,12,Excellent,Excellent,0,12,2,Good,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,Intermediate,Technical Degree,Very high,Male,76,Very high,Fresher,Laboratory Technician,Medium,Single,2559,16620,5,No,11,Excellent,Excellent,0,7,4,Good,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,Intermediate,Life Sciences,Low,Male,76,High,Fresher,Research Scientist,High,Divorced,2517,3208,1,No,11,Excellent,Good,3,5,2,Better,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelors,Life Sciences,High,Male,82,High,Junior,Healthcare Representative,Very high,Divorced,6623,4204,1,Yes,11,Excellent,Good,2,6,2,Better,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelors,Life Sciences,Very high,Male,76,Medium,Manager,Research Director,Very high,Single,18265,8733,6,No,12,Excellent,Excellent,0,25,3,Best,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelors,Life Sciences,Very high,Female,87,Medium,Team Lead,Research Director,Very high,Divorced,16124,3423,3,No,14,Excellent,Good,2,9,2,Good,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelors,Technical Degree,High,Female,89,Very high,Fresher,Research Scientist,High,Married,2585,21643,0,No,17,Excellent,Outstanding,0,2,5,Good,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelors,Marketing,Medium,Male,88,High,Manager,Manager,Medium,Married,18213,8751,7,No,11,Excellent,Excellent,1,26,5,Better,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,PhD,Marketing,Very high,Male,82,Very high,Senior,Sales Executive,High,Divorced,8380,21708,0,Yes,14,Excellent,Outstanding,2,10,3,Better,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,Bachelors,Life Sciences,Medium,Female,57,Very high,Fresher,Research Scientist,Very high,Single,2994,21221,1,Yes,12,Excellent,Outstanding,0,1,2,Better,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,Intermediate,Life Sciences,Very high,Male,47,High,Fresher,Research Scientist,High,Married,1223,16901,1,No,22,Outstanding,Outstanding,1,1,2,Better,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,Schooling,Life Sciences,High,Male,73,Low,Fresher,Sales Representative,Very high,Single,1118,8040,1,Yes,14,Excellent,Outstanding,0,1,4,Better,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,Intermediate,Life Sciences,High,Male,53,High,Fresher,Research Scientist,Very high,Single,2875,9973,1,Yes,20,Outstanding,Good,0,8,2,Good,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2,Bachelors,Marketing,Low,Female,94,Low,Manager,Manager,Medium,Single,18824,2493,2,Yes,16,Excellent,Poor,0,26,2,Better,24,10,1,11
55,No,Non-Travel,177,Research & Development,8,Schooling,Medical,Very high,Male,37,Medium,Team Lead,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Excellent,Outstanding,1,34,3,Better,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,Intermediate,Life Sciences,Low,Female,45,Medium,Fresher,Laboratory Technician,High,Single,2625,25308,1,No,20,Outstanding,Excellent,0,2,2,Poor,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,Intermediate,Marketing,Very high,Female,33,Medium,Manager,Manager,Medium,Married,18789,9946,2,No,14,Excellent,Excellent,1,26,2,Better,11,4,0,8
34,No,Travel_Rarely,131,Sales,2,Bachelors,Marketing,High,Female,86,High,Junior,Sales Executive,Low,Single,4538,6039,0,Yes,12,Excellent,Outstanding,0,4,3,Better,3,2,0,2
